Equipe;N_site;Pays;Prefecture;Sous-prefecture;Ville/village;Site_capture;Environnement;Lat_degre_dec;Latitude;Long_degre_dec;Longitude;Proximite_village_km;Proximite_source_m;ID_camera_1;NumSD_inseree_1;NumSD_remplacee_1;Date_debut_camera_1;Heure_debut_camera_1;Changement_emplacement_camera_1;Emplacement_camera_1;NumEntree_camera_1;Hauteur_camera_1;Support_camera_1;Distance_camera_entree_1;Presence_autre_camera_1;Distance_camera_camera_1;Changement_batterie_camera_1;ID_camera_2;NumSD_inseree_2;NumSD_remplacee_2;Date_debut_camera_2;Heure_debut_camera_2;Changement_emplacement_camera_2;Emplacement_camera_2;NumEntree_camera_2;Hauteur_camera_2;Support_camera_2;Distance_camera_entree_2;Presence_autre_camera_2;Distance_camera_camera_2;Changement_batterie_camera_2;ID_camera_3;NumSD_inseree_3;NumSD_remplacee_3;Date_debut_camera_3;Heure_debut_camera_3;Changement_emplacement_camera_3;Emplacement_camera_3;NumEntree_camera_3;Hauteur_camera_3;Support_camera_3;Distance_camera_entree_3;Presence_autre_camera_3;Distance_camera_camera_3;Changement_batterie_camera_3;ID_camera_4;NumSD_inseree_4;NumSD_remplacee_4;Date_debut_camera_4;Heure_debut_camera_4;Changement_emplacement_camera_4;Emplacement_camera_4;NumEntree_camera_4;Hauteur_camera_4;Support_camera_4;Distance_camera_entree_4;Presence_autre_camera_4;Distance_camera_camera_4;Changement_batterie_camera_4
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
