Date;Equipe;ID_CS_preleve_debut;ID_CS_preleve_fin;N_site;Pays;Prefecture;Sous-prefecture;Ville/village;Site_capture;Environnement;Latitude;Lat_degre_dec;Longitude;Long_degre_dec;Proximite_village_km;Proximite_source_m;Sortie/entree1;Presence_entree1;Nb_entree1_espece1;Famille_entree1CS1;Genre_entree1CS1;Espece_entree1CS1;Nb_entree1_espece2;Famille_entree1CS2;Genre_entree1CS2;Espece_entree1CS2;Nb_entree1_espece3;Famille_entree1CS3;Genre_entree1CS3;Espece_entree1CS3;Nb_entree1_espece4;Famille_entree1CS4;Genre_entree1CS4;Espece_entree1CS4;Nb_entree1_espece5;Famille_entree1CS5;Genre_entree1CS5;Espece_entree1CS5;Nb_entree1_espece6;Famille_entree1CS6;Genre_entree1CS6;Espece_entree1CS6;Nb_entree1_espece7;Famille_entree1CS7;Genre_entree1CS7;Espece_entree1CS7;Nb_entree1_espece8;Famille_entree1CS8;Genre_entree1CS8;Espece_entree1CS8;Sortie/entree2;Presence_entree2;Nb_entree2_espece1;Famille_entree2CS1;Genre_entree2CS1;Espece_entree2CS1;Nb_entree2_espece2;Famille_entree2CS2;Genre_entree2CS2;Espece_entree2CS2;Nb_entree2_espece3;Famille_entree2CS3;Genre_entree2CS3;Espece_entree2CS3;Nb_entree2_espece4;Famille_entree2CS4;Genre_entree2CS4;Espece_entree2CS4;Nb_entree2_espece5;Famille_entree2CS5;Genre_entree2CS5;Espece_entree2CS5;Nb_entree2_espece6;Famille_entree2CS6;Genre_entree2CS6;Espece_entree2CS6;Nb_entree2_espece7;Famille_entree2CS7;Genre_entree2CS7;Espece_entree2CS7;Nb_entree2_espece8;Famille_entree2CS8;Genre_entree2CS8;Espece_entree2CS8;Famille_observe1;Genre_observe1;Espece_observe1;Famille_observe2;Genre_observe2;Espece_observe2;Famille_observe3;Genre_observe3;Espece_observe3;Nb_CS_morte1;Famille_morte1;Genre_morte1;Espece_morte1;Nb_CS_morte2;Famille_morte2;Genre_morte2;Espece_morte2;Nb_CS_morte3;Famille_morte3;Genre_morte3;Espece_morte3;Nb_CS_morte4;Famille_morte4;Genre_morte4;Espece_morte4;Remarque;Nb_filet_sol;IDFilet_1;Filet_sol_m2_1;EntreeFilet_1;HauteurFilet_1;Filet_debut_1;Filet_fin_1;Filet_temps_1;Nb_capture_filet_1;Nb_preleve_filet_1;IDFilet_2;Filet_sol_m2_2;EntreeFilet_2;HauteurFilet_2;Filet_debut_2;Filet_fin_2;Filet_temps_2;Nb_capture_filet_2;Nb_preleve_Filet_2;NbHarp;IDHarp_1;EntreeHarp_1;Harp_debut_1;Harp_fin_1;Harp_temps_1;Nb_capture_harp_1;Nb_preleve_harp_1;IDHarp_2;EntreeHarp_2;Harp_debut_2;Harp_fin_2;Harp_temps_2;Nb_capture_harp_2;Nb_preleve_harp_2;Saison;Climat;Precipitation;Vent;Lune;Temperature_logger;Humidite_logger;Username
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
